tweet,task1,task2,pred_class
"Amberg und Bochum - beides sind Straftaten. Erst bei der Bewertung durch die Politik und die Medien gibt es ein Problem: die eine wird medial zur großen Schandtat hochgejazzt, die andere totgeschwiegen! Zweierlei Maß? - Das würde unsere Demokratie zerstören!",OTHER,OTHER,3
"@claudia_kade @welt Während des Studiums wollten wir das auch und haben nächtelang diskutiert (mit billigen Rotwein!), aber niemand hat das ernst genommen! - Heute bekommen diese naiven Kinder mit ihren unausgegorenem Ideen SOLCH Forum!",OFFENSE,INSULT,0
@PeterS16649683 @FritzvonSteiner Kleines dummes Geschöpf! Idiotisches Geschwätz - und ein Sack Reis fällt in China um! Warum nimmt man das hier so wichtig?,OFFENSE,INSULT,0
@SM100d @FritzvonSteiner @CDU Warum bekommen so abwegige Ansichten von verqueren Figuren bei uns so ein Forum?!,OFFENSE,INSULT,0
"@Juergen_Fritz @Dieter_Stein @SteinbachErika „Sie verachten die, die Ihren Asyl gewähren!“ Auf Grund wessen? Was stellen islamische Staaten und Menschen HEUTE auf die Beine??? WISSENSCHAFT, POLITIK, WIRTSCHAFT, KUNST, SPORT = überall Fehlanzeige! Sie selbst hier meist ungebildet und kriminell. Da kann man aber stolz sein!",OFFENSE,ABUSE,1
"Warum schreiben so viele ihren Account auf Englisch? - Wollen sie weltgewandt und weltoffen erscheinen oder nur zeigen, dass sie Englisch können?? Ich finde das Kultur abgewandt, wenn man seine eigene Sprache nicht achtet und pflegt.",OTHER,OTHER,3
"@Louiecrit @Spiegel Die Mainstream-Redaktionen werden mit den passenden süßen Geschichten bedient, die zu ihrer „Haltung“ passen!",OTHER,OTHER,3
"@EmmaKoechner Oh Gott, soll das ernst gemeint sein?? Ich hoffe sehr, es ist ein Silvesterscherz!",OTHER,OTHER,3
"@KarinaZurich Diese unsägliche SPD Beauftragte, die keine Deutsche Kultur erkennen konnte, hat jetzt wenigstens Arabische Kultur entdeckt!",OFFENSE,INSULT,0
"@krippmarie @rstrohmi Man braucht nur die Bundestagsdebatten live bei Phönix zu verfolgen, um zu erkennen, wer pöbelt !",OTHER,OTHER,3
"„Wieviel Naivität kann sich Deutschland leisten?“(Tichys Einblick) — 370 Millionen € Kindergeld gehen ins Ausland!!! Illegal Eingewanderte werden den Deutschen lebenslang gleichgestellt! Bis zu 50 Milliarden für die Integration! Wo kommt das Geld her, das Woanders FEHLT?",OTHER,OTHER,3
"@cicero_online @georgrestle @AnjaReschke1 Ich empfinde es regelrecht als Nötigung, wenn uninteressante „Journalisten“ sich anmaßen, mir zu sagen, was ich denken soll! DEREN Meinung ist völlig gleichgültig! — Ich sehe die Tendenz und lese nicht weiter oder schalte ab. Meine totale Abwendung von DIESEM Haltungs-Mainstream!",OTHER,OTHER,3
"@AndreasStraub @KHinnek @toloKO56 @markusettenheim @Junge_Freiheit Das „Qualitätsniveau“ beschränkt sich auf 12 Stunden Wintersport, endlose Krimis + Wiederholungen, pubertäre Quiz- und Show-„Sendungen“ und RTL-Reallity!!! — Aber sehr gut für die Verblödung der Bevölkerung!",OTHER,OTHER,3
"@knuesel66 @TamaraWernli Ich will aber NICHT ungefragt belehrt werden, von niemandem!!",OTHER,OTHER,3
"@dushanwegner Rufen zum „offenen Dialog“ auf!!! Es ist so absurd, wenn diese Politiker selbst den leisesten Widerspruch als „rechte Hetze“ diffamieren! — Man kann sich nur abwenden, ich mag von solchen Leuten nichts mehr hören!",OTHER,OTHER,3
"@UdoHemmelgarn Wodurch unterscheidet sich ein Weihnachtsmarkt von anderen Märkten? Vielleicht war es vor Jahren mal ein weihnachtlicher Markt. Heute ist nur die Dekoration geblieben, DA können sich die Migranten wohl fühlen! Essen, Trinken, Techno-Musik und 08/15 Buden - weihnachtlich ???",OTHER,OTHER,3
@woltron2 @M_T_Franz Seit wann ist eigentlich „Nazi“ das neue Modewort?,OTHER,OTHER,3
"@AnjaReschke1 @Netzdenunziant Die selbstgerechte Selbstüberschätzung dieser „Haltungsjournalisten“ ist unerträglich! Was interessiert mich die Meinung von irgendwelchen, meist halbgebildeten Mainstream-Angestellten!! Ich kann SELBST denken und urteilen.",OFFENSE,INSULT,0
@Heinrich_Krug @FritzvonSteiner Was Deutschland in Polen und Ungarn anprangert macht es selbst: die Regierung hievt willfährige Figuren auf einflussreiche Posten beim Bundesverfassungsgericht und beim Verfassungsschutz! - Diese werden sich natürlich mit genehmen Urteilen bedanken! Ein Hoch auf die Demokratie!,OTHER,OTHER,3
"@AnniGoHome Es war ja relativ einfach, mit gut erfundenen „Sensationen“ Aufmerksamkeit und Erfolg zu haben! - Er musste natürlich nur die Mainstream-Meinung bedienen.",OTHER,OTHER,3
Moderiert jetzt ein Dortmund-Fan das Fußballspiel?? - Nach den vielen unsäglichen „Haltungsjournalisten“ ein neues widerliches Ärgernis!,OFFENSE,INSULT,0
@publizistikon @hwieduwilt @luebberding Wie immer: kein Generalverdacht!!! Und wir alle gemeinsam gegen „Rechts“!,OTHER,OTHER,3
@HeikoMaas Wie pietätlos und ohne Empathie!,OTHER,OTHER,3
"@Juergen_Fritz Ich befürchte Klugheit ist in der heutigen SPD nicht mehr gefragt! —- Brandt hatte sich mit vielen klugen Köpfen umgeben, heute haben die Halbgebildeten in der SPD das Sagen!",OFFENSE,INSULT,0
"@purojunkie Leider, leider, leider!!! DIESE Frauen sollen eine Bereicherung sein? Ihrer alten vorgefassten Meinung wird ALLES untergeordnet, ohne Überlegung, ohne Nachdenklichkeit! HAUPTSACHE FRAU! — Die Männer sind schon in der Defensive.",OTHER,OTHER,3
"@66Norweger66 Das war doch keine REDE! Das war eine lautstarke proletenhafte Beschimpfung! — Und so ein primitiver Auswurf wird prämiert. Wessen Geistes Kind ist die „Jury“? Oder ist das der Bonus, wenn es gegen „Rechts“ geht und alles erlaubt ist ??",OFFENSE,INSULT,0
@BlondJedi Gutmenschen brauchen prinzipiell nicht zurückzutreten!,OTHER,OTHER,3
"@_Foseti_ Diese Halbgebildeten bei den Grünen machen ausgezeichnete Arbeit!!! Wir haben den verheerenden Zustand der Demokratie, weil so viele Leute von der Sorte im Parlament sind. Ohne Studien- oder Berufsabschluss, ohne Erfolg und Lebenserfahrung in der Realität, zum Partei-Funktionär!",OFFENSE,INSULT,0
"@Junge_Freiheit Welch ein Affentheater im Bundestag! Demokratieverhalten von Leuten, die ständig „Demokratie“ und „Werte“ im Mund führen! NOCH bin ich kein AFD Wähler - (und bin weder arm noch abgehängt noch zurückgelassen) !!!",OTHER,OTHER,3
@NobileSeba @petraschnautzer @HSaulich3 Aus meinem Lehrerleben: die Kombination „Dumm“ und „Frech“ ist das Schlimmste!,OTHER,OTHER,3
"@APatzwahl @TinaHassel @AfD Wenn man die Bundestagsdebatten live in Phönix verfolgt, sieht man genau, wer hetzt und pöbelt!",OTHER,OTHER,3
"@nasanasal Wer keine deutsche Kultur jenseits der Sprache findet, hat wahrscheinlich auch keine andere zum Beurteilen von „Einzelfällen“!",OTHER,OTHER,3
"@AndreasStraub Dieses Putin - und Russland-Bashing ist unsäglich! Jede längst bekannte Kinkerlitze wird aufgeblasen, um Ressentiments zu schüren. Russland hat bisher nichts „Böses“ getan ( Krim kann man auch nicht nur oberflächlich bewerten!).",OTHER,OTHER,3
"@RolandTichy Das Fatale an unserer heutigen Demokratie: wir können, bei dieser Parteien-Konstellation, wählen, was wir wollen,- immer bekommen wir die „Alternativlose“! — Propaganda-Medien, keine Volksabstimmungen, Nichtbeachtung von Petitionen - wer will sich für DIESE Demokratie begeistern?",OTHER,OTHER,3
"@HeikoMaas SIE brauchen nicht zu FORDERN, Sie sind in der Regierung und haben die Macht, etwas zu ändern! TUN SIE ES DOCH ENDLICH!",OTHER,OTHER,3
"@publizistikon Lächerlich, JETZT will man Gerechtigkeit üben und holt über 90jährige Greise im Rollstuhl vor Gericht! -73 Jahre hatte man Zeit und viele monströse Täter konnten ihr Leben GUT zu Ende leben!",OTHER,OTHER,3
"@bernd471 @jouwatch Wenn man seine Meinung in KEINEM Mainstream-Medium wiederfindet, ist das Netz das einzige Ventil. — Deshalb ist es ja auch so gefährlich für die MEINUNGS-HOHEITS-VERWALTER und wird von ihnen diffamiert und eingeschränkt!",OTHER,OTHER,3
"@AndreasStraub Der Personenkult um die „Alternativlose“ war bezeichnend für diese CDU Delegierten! Devote Untertanen haben die Wünsche der Herrscherin erfüllt. — Aber tolle Leistung: nach der Europa-Spaltung, Deutsche-Gesellschaft-Spaltung, ist ihr jetzt auch die Spaltung der CDU gelungen!",OFFENSE,INSULT,0
"@COMPACTMagazin So kann diese „Alternativlose“ ihr unverantwortliches, katastrophales Flüchtlingschaos legalisieren!",OFFENSE,INSULT,0
"@helllud123 @tagesschau Auch heute wissen viele noch gar nicht, WAS da heute unterschrieben wird!",OTHER,OTHER,3
@zeitonline DENKFAULHEIT ! Bei Meinungsfreiheit und kontroverser Debatte müsste man ja den Kopf anstrengen und um Argumente bemühen. - Einfacher und bequemer kann man sich in der gleichen Blase suhlen und die „Störer“ diffamieren!,OTHER,OTHER,3
@StBrandner Das sind unsere Politfunktionäre ohne reale Arbeitserfahrung!,OTHER,OTHER,3
@ShakRiet @AndreasStraub Warum lassen sich das die „alten weißen Männer“ denn gefallen?!,OTHER,OTHER,3
"@Steinhoefel Auf die Frage, was A.K.K für den Parteichef prädestiniert, antworteten mehrere Delegierte: sie hat bewiesen, wie man Wählen gewinnt!!!!! —Tolle Empfehlung.",OTHER,OTHER,3
"@OlliLuksic Die Chance vertan! Die CDU hat wie immer der Königin gehorcht: Standingovations, Gehorsam und die eigene Karriere über alles im Fokus. Das Merkel-Weibernetzwerk hat gesiegt! Jetzt kann diese Kanzlerin geruhsam SO WEITER machen! Ob das für die CDU und Deutschland gut ist?",OFFENSE,INSULT,0
@HugoMuellerVogg @_A_K_K_ @CDU A.K.K. ist das personifizierte Fleisskärtchen! —Welch ein Intellektueller Kontrast zu Merz! Merkel wird frohlocken!!!,OFFENSE,INSULT,0
"Sehr gute Reden von Merz und Spahn — Ohrfeigen für Merkel! Das Format hat die CDU beflügelt, mit den Beiden gibt das ihr direkt einen intellektuellen Schub! A.K.K ist das personifizierte Fleisskärtchen. Ich bin gespannt.",OFFENSE,INSULT,0
"@AnjaReschke1 Mich interessiert die Meinung und „Haltung“ irgendeines unwichtigen Journalisten, der nur auf Grund seiner exponierten Stellung diese Reichweite hat, ÜBERHAUPT NICHT! Ich will OBJEKTIV informiert werden - meine Meinung bilde ich mir dann SELBST!",OTHER,OTHER,3
"@neoego22 @TabulaRasa2018 @WEBDE_News Ausschließlich Erinnern genügt nicht, das ist zu einfach und billig. Antisemitismus bekämpfen - sehr gut, aber ehrlich und mit Ursachenforschung! Billiges Rechts-Bashing ohne Argumente bringt gar nichts und stößt nur ab.",OTHER,OTHER,3
"Ich habe für die SPD für Steinbrück und dann für Schulz Wahlplakate gemalt, Tenor: Merkel bevormundet und schläfert die Bürger ein! - Aber bis heute sind die Bürger nicht aufgewacht! — Leider, leider hat diese SPD auch nichts bewirkt, und mich heimatlos gemacht.",OTHER,OTHER,3
@houelle_beck @AndreasStraub Sehr gut beobachtet und bewehrtet!,OTHER,OTHER,3
@vaumue @emrich_5933 Total charakterlich und moralisch verwahrloster Mob! - Unsere „Super-Medien“ machen munter mit!!,OFFENSE,INSULT,0
"Ich als Frau!!! SEHNE mich, nach diesen bauchgesteuerten, moralingefühlsbeduselten Plapper-Weibern, nach einem VERNUNFT-gesteuerten, Verstandesmann, mit Nüchternheit, Abstand, Sachlichkeit und Verantwortung!",OFFENSE,INSULT,0
"@helllud123 Kritik = nützt der AFD! Kampf gegen Rechts mit Party-Demonstrationen und anarchistischen „Bands“! — Besser wäre eine Politik für die Bürger mit offener Diskussionskultur, - besonders auch bei den einseitigen Propaganda „Medien“! — Dann würde sich Rechts von alleine erledigen!",OTHER,OTHER,3
"@Juergen_Fritz Unser überqualifizierter Islam-Lehrer (durch H.Böll hierher gekommen, vom WDR entlassen; durch seine Sendung mit armenischen Liedern zur persona non grata für die Türkei geworden) sagt: „ die Türken bringen ihre „Kultur“ aus Hinteranatolien in einer Dose mit und öffnen die hier!",OTHER,OTHER,3
@lawyerberlin @AndreasStraub @RegSprecher Unter dieser Frau hat Deutschland fast ALLES verschlafen!,OTHER,OTHER,3
"@MartinScheerer Wollen wir lieber einen Hartz4 Empfänger als Kanzlerkandidaten? — Eine, wie immer einseitige Sendung 5 + Moderator gegen 1 - Merz Bashing! Einzig Lindner war objektiv.",OTHER,OTHER,3
"@den_tyske @FritzvonSteiner Es gibt keine Ventil für diese große Unzufriedenheit mit Politik und Medien! - Den Populismus zu bekämpfen, ohne deren Ursachen zu BEKÄMPFEN, keine Lösung! Ich bin WÜTEND, wenn ich von Morden und Vergewaltigungen, selbst an Tieren höre! - Reaktion der Verantwortlichen: Schweigen",OTHER,OTHER,3
"@AfDSalzgitterKV @rstrohmi „Horden“ eingewanderter Kulturträger vergewaltigen Schafe, Hunde und jetzt Ponys! Bei dem Gedanken wird mir schlecht! — Wollen wir zum Sammelbecken des dreckigsten Abschaums der Welt werden?",OFFENSE,ABUSE,1
"@UdoHemmelgarn Es gibt viel zu viele Plappermäuler, Typ Schulsprecher im Parlament! Kein Abschluss, keine Ausbildung, keine Arbeit in der Realität! - Dafür aber eine enorme Selbstüberschätzung und moraldünkelhafte Anmaßung!",OFFENSE,INSULT,0
"@helllud123 Das ist ja unglaublich! — Damit wird das Demonstrationsrecht total ausgehöhlt. Bürger, die sich an dem Mainstream nicht genehmen Demonstrationen beteiligen, sollen DENUNZIERT werden! Mir fehlen die Worte!",OTHER,OTHER,3
@mittelfinger Ich will von diesem anachronistischen „Werten“ nichts mehr hören!!!,OTHER,OTHER,3
@phoenix_de @GolinehAtai @Dornblueth @MichaelOThumann @DIEZEIT Ich befürchte wieder einseitiges Russland-Bashing!,OTHER,OTHER,3
@Juergen_Fritz @stephanharbarth Merkel läuft während der Bundestagsdebatte herum und schmiedet ihre Allianzen gegen Merz und Jäger. Und es gelingt ihr ja immer - mit Hilfe der Propaganda „Presse“!,OFFENSE,INSULT,0
"@krippmarie Frau Wagenknecht ist eine Wohltat für die Ohren, neben diesen unsagbaren Plappermäulern - angeführt von der neidischen Kipping!",OFFENSE,INSULT,0
"@dushanwegner Der heutige Tag im Bundestag ist nicht besser! Emotionale, dauerempörte, von MORALDÜNKEL triefende Diffamierung der AFD - keine einzige sachliche Auseinandersetzung mit dem Antrag. — DAS soll unsere „Elite“ sein ???!",OTHER,OTHER,3
@phoenix_de @aimanMazyek Unerträglich - jede Kritik „nützt den Rechten“ ! ZUHÖREN und POLITIK für den Bürger — dann erledigt sich der Protest.,OTHER,OTHER,3
"@MalteKaufmann @AchimW @M_HarderKuehnel Undemokratisch! - Aber eine Figur, die einem Schild „Deutschland- ein mieses Stück Sch...“ nachläuft, ist gewählt!!! WO leben wir?",OTHER,OTHER,3
"@Rosi08683946 @SuseSchmitt Auch ein Tabuthema: niemand wagt zu sagen, dass es eine UNTERSCHICHT-Einwanderung ist! Mit entwurzelten, kulturlosen, oft gewalttätigen jungen Burschen, ohne Akzeptanz von Regeln. Wie sollen die jemals integriert werden??? Die deutsche Unterschicht reicht uns doch!",OFFENSE,ABUSE,1
"@gagaberlin @M_T_Franz @TichysEinblick Die Kommentare zu TichysEinblick sind sehr kenntnisreich, klug und VERNÜNFTIG! Gott sei Dank! Wie konnte es passieren, dass seit ca 10 Jahren die Vernunft und der gesunde Menschenverstand aus allen „Elite“-Institutionen verschwunden ist - und wir alle von ihnen verdummt werden?",OTHER,OTHER,3
@tweetbarth @VonSchwer Viel Freude und Spaß mit Ihrem hübschen Neuen!,OTHER,OTHER,3
@PhilipPlickert @faznet Merz hat die Sorgen der BÜRGER zumindest zur Kenntnis genommen. - Aber in unseren „Qualitätsmedien“ wird er ja zugunsten AKK abgewertet. Merkt das niemand?,OTHER,OTHER,3
"@RolandTichy Kulturlose können leicht Kulturgüter (Lieder, Märchen...) diskreditieren! Außer Negation haben sie nichts! Armselig — aber bei uns heute anscheinend erfolgreich.",OTHER,OTHER,3
"@helllud123 Ich glaube, wir sind nur von Kulturbanausen umgeben!",OFFENSE,INSULT,0
"@Seeyouinhell11 @Juergen_Fritz @merdeux_ Früher sollten die Anderen „am deutschen Wesen genesen“ — heute an ihrer selbstbehaupteten „Moral“! Mit seinem MORALDÜNKEL spaltet Deutschland Europa - Europa, das ihm angeblich so wichtig ist! Wir bekommen mit der Mainstream Journaille genau diesen Dünkel jeden Tag geliefert!",OFFENSE,INSULT,0
"@bemo28 Brinkhaus (CDU) hat in seiner sehr guten Rede Respekt und Fairness im Umgang miteinander gefordert. Ein Minimum an Respekt ist es aber, einem Redner ZUZUHÖREN! — Regelrecht ungezogen, wie viele unserer Bundestagsabgeordneten sich dabei nur mit ihrem Handy beschäftigen.",OTHER,OTHER,3
@Rdiger90523539 @dushanwegner Super auf den Punkt gebracht!,OTHER,OTHER,3
"@PetrBystronAfD @eule_9 Einerseits wird von der Politik beklagt, dass die Bürger das Vertrauen in die Politik verloren haben - andererseits werden 21 Petitionen von BÜRGERN nicht angenommen? Wie passt das zusammen? Dann doch wieder Politiker- Geschwafel!",OFFENSE,INSULT,0
"@krippmarie Die Bundesregierung steht hinter dem Migrationspakt, damit kann sie ja ihre illegale Einwanderungspolitik LEGALISIEREN. Die Bevölkerung wird NICHT informiert! - Wenn dieser Pakt so gut ist, WARUM wird er nicht öffentlich diskutiert? WO ist diese Demokratie noch demokratisch?",OTHER,OTHER,3
@fpiatov Das sagt leider alles über die Personal-Qualität der SPD aus.,OTHER,OTHER,3
"@KoeppelRoger Wäre Merz als erfolgloser Hartz4-Empfänger besser für die Politik geeignet? (Dann würde er eine Versorgung suchen!) - Man kann die Situation von armen Menschen sicher auch beurteilen und verstehen, ohne in ihrem Haus zu wohnen.",OTHER,OTHER,3
"@AndreasStraub Mir ist es vollkommen gleichgültig, wie REICH der Kandidat Merz ist, mir ist wichtig wie KOMPETENT, FÄHIG und INTEGER er ist.",OTHER,OTHER,3
"@Textkraut Kiffen wird als „in“ akzeptiert, Musizieren als spiessig abgelehnt. Die Werte-Skala der Grünen ist doch sehr interessant - sie will doch so bürgerlich sein!",OTHER,OTHER,3
"@HolgerEwald1 @SPIEGELONLINE Das ist ja unheimlich demokratisch! - Das ist Erpressung! Wenn ICH es nicht werde, schmeiße ich hin, UNTER einem anderen kann ich nicht arbeiten!",OTHER,OTHER,3
"@lawyerberlin Aber trotz aller Gegenbeweise ist Chemnitz immer noch das Synonym für „Menschenjagd“ und „Progrom“! Wo bleibt Aufklärung und oder ein Untersuchungsausschuss?!! (Wie z.B. wegen des Häftlings, der seine Matratze angezündet hat?) !!!",OTHER,OTHER,3
@cicero_online Das ganze ...innen und ...Innen Gestottere hat schon die Sprachmelodie verschandelt. — Aber ich lasse mir doch von halbgebildeten Studienabbrechern meine Wortwahl nicht vorschreiben! „Verbotene“ Wörter liebe und benutze ich besonders gerne!!!,OFFENSE,INSULT,0
"Vielen Dank, dass du mir geholfen hast, 100 Follower zu erreichen. Das hätte ich ohne dich nicht geschafft.",OTHER,OTHER,3
@AF_Will @publizistikon Die Evangelische Kirche ist schon seit Jahren zu einer Sozialarbeiter-Dienstleistungsgesellschaft mutiert! Keine Spiritualität!,OFFENSE,INSULT,0
@performa131 Armes empörtes „Opfer“ — das war perfekte Wahlkampf-Hilfe für die AFD !,OTHER,OTHER,3
